#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	68	Violet 3	2	Ndc1	10090.ENSMUSP00000120365	Nucleoporin NDC1; Component of the nuclear pore complex (NPC), which plays a key role in de novo assembly and insertion of NPC in the nuclear envelope. Required for NPC and nuclear envelope assembly, possibly by forming a link between the nuclear envelope membrane and soluble nucleoporins, thereby anchoring the NPC in the membrane (By similarity); Belongs to the NDC1 family
MCL	69	Violet	2	Fam126a	10090.ENSMUSP00000030849	Hyccin; Component of a complex required to localize phosphatidylinositol 4-kinase (PI4K) to the plasma membrane. The complex acts as a regulator of phosphatidylinositol 4-phosphate (PtdIns(4)P) synthesis. FAM126A plays a key role in oligodendrocytes formation, a cell type with expanded plasma membrane that requires generation of PtdIns(4)P. Its role in oligodendrocytes formation probably explains its importance in myelination of the central and peripheral nervous system. May also have a role in the beta-catenin/Lef signaling pathway
MCL	69	Violet	2	Ttc7b	10090.ENSMUSP00000052107	Tetratricopeptide repeat protein 7B; Component of a complex required to localize phosphatidylinositol 4-kinase (PI4K) to the plasma membrane. The complex acts as a regulator of phosphatidylinositol 4-phosphate (PtdIns(4)P) synthesis. In the complex, plays a central role in bridging PI4KA to EFR3B and FAM126A, via direct interactions
MCL	70	Purple	2	Gnpda1	10090.ENSMUSP00000069081	Glucosamine-6-phosphate isomerase 1; Seems to trigger calcium oscillations in mammalian eggs. These oscillations serve as the essential trigger for egg activation and early development of the embryo (By similarity)
MCL	70	Purple	2	Gnpda2	10090.ENSMUSP00000031117	Glucosamine-6-phosphate deaminase 2; Belongs to the glucosamine/galactosamine-6-phosphate isomerase family
MCL	71	Violet 2	2	Acsl1	10090.ENSMUSP00000034046	Long-chain-fatty-acid--CoA ligase 1; Activation of long-chain fatty acids for both synthesis of cellular lipids, and degradation via beta-oxidation. Preferentially uses oleate, arachidonate, eicosapentaenoate and docosahexaenoate as substrates (By similarity); Belongs to the ATP-dependent AMP-binding enzyme family
MCL	71	Violet 2	2	Fasn	10090.ENSMUSP00000052872	Fatty acid synthase; Fatty acid synthetase catalyzes the formation of long- chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH. This multifunctional protein has 7 catalytic activities and an acyl carrier protein
MCL	72	Violet 4	2	Man2a1	10090.ENSMUSP00000083928	Alpha-mannosidase 2; Catalyzes the first committed step in the biosynthesis of complex N-glycans. It controls conversion of high mannose to complex N-glycans; the final hydrolytic step in the N-glycan maturation pathway; Belongs to the glycosyl hydrolase 38 family
MCL	72	Violet 4	2	Mgat1	10090.ENSMUSP00000080484	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase; Initiates complex N-linked carbohydrate formation. Essential for the conversion of high-mannose to hybrid and complex N-glycans
MCL	73	Orchid 2	2	Fuca2	10090.ENSMUSP00000113499	Plasma alpha-L-fucosidase; Alpha-L-fucosidase is responsible for hydrolyzing the alpha-1,6-linked fucose joined to the reducing-end N- acetylglucosamine of the carbohydrate moieties of glycoproteins; Belongs to the glycosyl hydrolase 29 family
MCL	73	Orchid 2	2	Ktn1	10090.ENSMUSP00000140324	Kinectin; Receptor for kinesin thus involved in kinesin-driven vesicle motility. Accumulates in integrin-based adhesion complexes (IAC) upon integrin aggregation by fibronectin (By similarity)
MCL	74	Orchid	2	Cox15	10090.ENSMUSP00000041820	Cytochrome c oxidase assembly protein COX15 homolog; May be involved in the biosynthesis of heme A
MCL	74	Orchid	2	mt-Co1	10090.ENSMUSP00000080993	Cytochrome c oxidase subunit 1; Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
MCL	75	Orchid 5	2	Ptges	10090.ENSMUSP00000099916	Prostaglandin E synthase; Catalyzes the oxidoreduction of prostaglandin endoperoxide H2 (PGH2) to prostaglandin E2 (PGE2)
MCL	75	Orchid 5	2	Ptgs1	10090.ENSMUSP00000059977	Prostaglandin G/H synthase 1; Converts arachidonate to prostaglandin H2 (PGH2), a committed step in prostanoid synthesis. Involved in the constitutive production of prostanoids in particular in the stomach and platelets. In gastric epithelial cells, it is a key step in the generation of prostaglandins, such as prostaglandin E2 (PGE2), which plays an important role in cytoprotection. In platelets, it is involved in the generation of thromboxane A2 (TXA2), which promotes platelet activation and aggregation, vasoconstriction and proliferation of vascular smooth muscle cells
MCL	76	Orchid 7	2	Cnot10	10090.ENSMUSP00000064840	CCR4-NOT transcription complex subunit 10; Component of the CCR4-NOT complex which is one of the major cellular mRNA deadenylases and is linked to various cellular processes including bulk mRNA degradation, miRNA-mediated repression, translational repression during translational initiation and general transcription regulation. Additional complex functions may be a consequence of its influence on mRNA expression. Is not required for association of CNOT7 to the CCR4- NOT complex (By similarity); Belongs to the CNOT10 family
MCL	76	Orchid 7	2	Cnot11	10090.ENSMUSP00000125638	CCR4-NOT transcription complex subunit 11; Component of the CCR4-NOT complex which is one of the major cellular mRNA deadenylases and is linked to various cellular processes including bulk mRNA degradation, miRNA-mediated repression, translational repression during translational initiation and general transcription regulation. Additional complex functions may be a consequence of its influence on mRNA expression. Is required for the association of CNOT10 with the CCR4-NOT complex. Seems not to be required for complex deadenylase function (By similarity)
MCL	77	Hot Pink 4	2	Col11a1	10090.ENSMUSP00000089793	Collagen alpha-1(XI) chain; May play an important role in fibrillogenesis by controlling lateral growth of collagen II fibrils; Belongs to the fibrillar collagen family
MCL	77	Hot Pink 4	2	Col12a1	10090.ENSMUSP00000071662	Collagen alpha-1(XII) chain; Type XII collagen interacts with type I collagen- containing fibrils, the COL1 domain could be associated with the surface of the fibrils, and the COL2 and NC3 domains may be localized in the perifibrillar matrix; Belongs to the fibril-associated collagens with interrupted helices (FACIT) family
MCL	78	Hot Pink 2	2	Gpcpd1	10090.ENSMUSP00000105769	Glycerophosphocholine phosphodiesterase GPCPD1; May be involved in the negative regulation of skeletal muscle differentiation, independently of its glycerophosphocholine phosphodiesterase activity
MCL	78	Hot Pink 2	2	Pnpla6	10090.ENSMUSP00000106699	Neuropathy target esterase; Phospholipase B that deacylates intracellular phosphatidylcholine (PtdCho), generating glycerophosphocholine (GroPtdCho). This deacylation occurs at both sn-2 and sn-1 positions of PtdCho. Its specific chemical modification by certain organophosphorus (OP) compounds leads to distal axonopathy; Belongs to the NTE family
MCL	79	Hot Pink	1	Acss2	10090.ENSMUSP00000029135	Acetyl-coenzyme A synthetase, cytoplasmic; Activates acetate so that it can be used for lipid synthesis or for energy generation
MCL	80	Hot Pink 3	1	Ugt1a6b	10090.ENSMUSP00000108763	UDP-glucuronosyltransferase; UDP glucuronosyltransferase 1 family, polypeptide A6B; Belongs to the UDP-glycosyltransferase family
MCL	81	Pale Violet Red 3	1	Prkag1	10090.ENSMUSP00000132499	5'-AMP-activated protein kinase subunit gamma-1; AMP/ATP-binding subunit of AMP-activated protein kinase (AMPK), an energy sensor protein kinase that plays a key role in regulating cellular energy metabolism. In response to reduction of intracellular ATP levels, AMPK activates energy-producing pathways and inhibits energy-consuming processes: inhibits protein, carbohydrate and lipid biosynthesis, as well as cell growth and proliferation. AMPK acts via direct phosphorylation of metabolic enzymes, and by longer-term effects via phosphorylation of transcription regulators. Also acts as a  [...] 
MCL	82	Pale Violet Red 2	1	Carm1	10090.ENSMUSP00000034703	Histone-arginine methyltransferase CARM1; Methylates (mono- and asymmetric dimethylation) the guanidino nitrogens of arginyl residues in several proteins involved in DNA packaging, transcription regulation, pre-mRNA splicing, and mRNA stability. Recruited to promoters upon gene activation together with histone acetyltransferases from EP300/P300 and p160 families, methylates histone H3 at 'Arg-17' (H3R17me), forming mainly asymmetric dimethylarginine (H3R17me2a), leading to activates transcription via chromatin remodeling. During nuclear hormone receptor activation and TCF7L2/TCF4 activ [...] 
MCL	83	Pale Violet Red	1	Stom	10090.ENSMUSP00000028241	Erythrocyte band 7 integral membrane protein; Regulates ion channel activity and transmembrane ion transport. Regulates ASIC2 and ASIC3 channel activity; Belongs to the band 7/mec-2 family
MCL	84	Pink	1	Agpat2	10090.ENSMUSP00000028286	1-acyl-sn-glycerol-3-phosphate acyltransferase beta; Converts lysophosphatidic acid (LPA) into phosphatidic acid by incorporating an acyl moiety at the sn-2 position of the glycerol backbone
MCL	85	Light Coral 3	1	Pygb	10090.ENSMUSP00000035743	Glycogen phosphorylase, brain form; Glycogen phosphorylase that regulates glycogen mobilization. Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties
MCL	86	Light Coral	1	Mtor	10090.ENSMUSP00000099510	Serine/threonine-protein kinase mTOR; Serine/threonine protein kinase which is a central regulator of cellular metabolism, growth and survival in response to hormones, growth factors, nutrients, energy and stress signals. MTOR directly or indirectly regulates the phosphorylation of at least 800 proteins. Functions as part of 2 structurally and functionally distinct signaling complexes mTORC1 and mTORC2 (mTOR complex 1 and 2). Activated mTORC1 up-regulates protein synthesis by phosphorylating key regulators of mRNA translation and ribosome synthesis. This includes phosphorylation of EIF [...] 
MCL	87	Light Coral 2	1	Tecr	10090.ENSMUSP00000128329	trans-2,3-enoyl-CoA reductase
